,flux,lambda_obs,lambda_rest
628,1.1521522,3676.195995211789,3688.479
629,1.1450715,3676.2585304080703,3688.5417
630,1.1450715,3676.3191189834556,3688.6025
631,1.1548969,3676.379707558841,3688.6633
632,1.1548969,3676.442242755122,3688.726
633,1.1516285,3676.5028313305074,3688.7869
634,1.1539706,3676.5653665267887,3688.8496
635,1.1670963,3676.6259551021744,3688.9104
636,1.1747025,3676.6865436775597,3688.9712
637,1.1745058,3676.749078873841,3689.034
638,1.1821753,3676.8096674492263,3689.0947
639,1.1821753,3676.8702560246115,3689.1555
640,1.1821753,3676.932791220893,3689.2183
641,1.1821753,3676.993379796278,3689.279
642,1.1821753,3677.0559149925593,3689.3418
643,1.1952826,3677.116503567945,3689.4026
644,1.1985265,3677.1770921433304,3689.4634
645,1.210669,3677.2396273396116,3689.5261
646,1.210669,3677.300215914997,3689.587
647,1.221025,3677.360804490382,3689.6477
648,1.221025,3677.4233396866634,3689.7104
649,1.2346398,3677.4839282620487,3689.7712
650,1.247632,3677.54646345833,3689.834
651,1.2570391,3677.6070520337153,3689.8948
652,1.2884349,3677.667640609101,3689.9556
653,1.2884349,3677.7301758053823,3690.0183
654,1.2884349,3677.7907643807675,3690.079
655,1.2884349,3677.851352956153,3690.14
656,1.2832536,3677.913888152434,3690.2026
657,1.2832536,3677.9744767278194,3690.2634
658,1.3016598,3678.0370119241006,3690.3262
659,1.3194745,3678.097600499486,3690.387
660,1.3194745,3678.1581890748716,3690.4478
661,1.3431461,3678.220724271153,3690.5105
662,1.3431461,3678.281312846538,3690.5713
663,1.3553412,3678.344091370431,3690.6343
664,1.3647234,3678.4046799458165,3690.695
665,1.4350306,3678.4652685212022,3690.7559
666,1.4606795,3678.5278037174835,3690.8186
667,1.4606795,3678.588392292869,3690.8794
668,1.4606795,3678.648980868254,3690.9402
669,1.4606795,3678.7115160645353,3691.003
670,1.4697058,3678.7721046399206,3691.0637
671,1.4697058,3678.834639836202,3691.1265
672,1.477101,3678.895228411587,3691.1873
673,1.4946852,3678.955816986973,3691.248
674,1.4998976,3679.018595510866,3691.311
675,1.5033618,3679.079184086251,3691.3718
676,1.5033618,3679.1397726616365,3691.4326
677,1.518147,3679.2023078579177,3691.4954
678,1.518147,3679.2628964333035,3691.5562
679,1.5026298,3679.3254316295847,3691.619
680,1.5032108,3679.38602020497,3691.6797
681,1.5032108,3679.446852107967,3691.7407
682,1.5032108,3679.5093873042483,3691.8035
683,1.5032108,3679.569975879634,3691.8643
684,1.5005875,3679.6305644550193,3691.925
685,1.5005875,3679.6930996513006,3691.9878
686,1.4821051,3679.753688226686,3692.0486
687,1.4821051,3679.816466750579,3692.1116
688,1.492471,3679.8770553259646,3692.1724
689,1.5044196,3679.93764390135,3692.2332
690,1.5044196,3680.000179097631,3692.296
691,1.5024112,3680.0607676730165,3692.3567
692,1.5024112,3680.12354619691,3692.4197
693,1.5083951,3680.1841347722952,3692.4805
694,1.4894578,3680.2447233476805,3692.5413
695,1.4894578,3680.307258543962,3692.604
696,1.4894578,3680.367847119347,3692.6648
697,1.4894578,3680.4284356947323,3692.7256
698,1.5010042,3680.491214218626,3692.7886
699,1.5010042,3680.551802794011,3692.8494
700,1.4884517,3680.6143379902924,3692.912
701,1.4884517,3680.67516989329,3692.9731
702,1.4858834,3680.735758468675,3693.034
703,1.4881777,3680.7982936649564,3693.0967
704,1.478396,3680.8588822403417,3693.1575
705,1.467856,3680.919470815727,3693.2183
706,1.4675798,3680.9822493396205,3693.2812
707,1.4350454,3681.0428379150057,3693.342
708,1.4129841,3681.105373111287,3693.4048
709,1.4129841,3681.166205014284,3693.4658
710,1.4129841,3681.22679358967,3693.5266
711,1.4129841,3681.289328785951,3693.5894
712,1.4347156,3681.3499173613363,3693.6501
713,1.4446462,3681.4126958852294,3693.7131
714,1.4428278,3681.4732844606147,3693.774
715,1.4428278,3681.5338730360004,3693.8347
716,1.4249198,3681.5966515598934,3693.8977
717,1.4249198,3681.6572401352787,3693.9585
718,1.410113,3681.717828710664,3694.0193
719,1.4063147,3681.7806072345575,3694.0823
720,1.3931911,3681.8411958099427,3694.143
721,1.391261,3681.903731006224,3694.2058
722,1.391261,3681.9643195816093,3694.2666
723,1.391261,3682.025151484607,3694.3276
724,1.391261,3682.087686680888,3694.3904
725,1.376803,3682.1482752562733,3694.4512
726,1.376803,3682.209107159271,3694.5122
727,1.3702899,3682.271642355552,3694.575
728,1.3701617,3682.3322309309374,3694.6357
729,1.3701617,3682.395009454831,3694.6987
730,1.3606232,3682.455598030216,3694.7595
731,1.3606232,3682.5161866056014,3694.8203
732,1.3615204,3682.5789651294945,3694.8833
733,1.3616959,3682.63955370488,3694.944
734,1.3922539,3682.7003856078773,3695.0051
735,1.4356657,3682.7629208041585,3695.0679
736,1.4356657,3682.823509379544,3695.1287
737,1.4356657,3682.8862879034373,3695.1917
738,1.4356657,3682.9468764788226,3695.2524
739,1.4640344,3683.00770838182,3695.3135
740,1.4640344,3683.0702435781013,3695.3762
741,1.456499,3683.1308321534866,3695.437
742,1.4561763,3683.1936106773796,3695.5
743,1.4629023,3683.2541992527654,3695.5608
744,1.4637119,3683.3150311557624,3695.6218
745,1.4637119,3683.3775663520437,3695.6846
746,1.4780384,3683.438398255041,3695.7456
747,1.4780384,3683.4989868304265,3695.8064
748,1.4785235,3683.5615220267077,3695.8691
749,1.4267397,3683.6223539297052,3695.9302
750,1.4267397,3683.6848891259865,3695.993
751,1.4267397,3683.7457210289836,3696.054
752,1.4267397,3683.8063096043693,3696.1147
753,1.3994262,3683.8690881282623,3696.1777
754,1.3994262,3683.9296767036476,3696.2385
755,1.4091098,3683.990265279033,3696.2993
756,1.4091098,3684.0530438029264,3696.3623
757,1.4120203,3684.1136323783116,3696.423
758,1.4145919,3684.176410902205,3696.486
759,1.4145919,3684.2369994775904,3696.5469
760,1.407102,3684.2978313805875,3696.608
761,1.407102,3684.3603665768687,3696.6707
762,1.3869445,3684.4211984798662,3696.7317
763,1.3928914,3684.4817870552515,3696.7925
764,1.3928914,3684.544565579145,3696.8555
765,1.3928914,3684.6051541545303,3696.9163
766,1.3928914,3684.6679326784233,3696.9792
767,1.3793021,3684.728521253809,3697.04
768,1.3793021,3684.789353156806,3697.101
769,1.3918046,3684.8521316806996,3697.164
770,1.3918046,3684.912720256085,3697.2249
771,1.3937799,3684.975498779978,3697.2878
772,1.3858074,3685.0360873553636,3697.3486
773,1.3858074,3685.0969192583607,3697.4097
774,1.3930849,3685.159454454642,3697.4724
775,1.3957292,3685.2202863576395,3697.5334
776,1.4022927,3685.2808749330247,3697.5942
777,1.4426885,3685.343653456918,3697.6572
778,1.4426885,3685.4042420323035,3697.718
779,1.4426885,3685.4670205561965,3697.781
780,1.4426885,3685.527852459194,3697.842
781,1.4535774,3685.5884410345793,3697.9028
782,1.4535774,3685.651219558473,3697.9658
783,1.4522206,3685.711808133858,3698.0266
784,1.4522206,3685.772640036855,3698.0876
785,1.4526273,3685.835175233137,3698.1504
786,1.4526273,3685.896007136134,3698.2114
787,1.457503,3685.9587856600274,3698.2744
788,1.4599961,3686.0193742354127,3698.3352
789,1.4535937,3686.0802061384097,3698.3962
790,1.4446349,3686.1427413346914,3698.459
791,1.4446349,3686.2035732376885,3698.52
792,1.4446349,3686.2641618130738,3698.5808
793,1.4446349,3686.3269403369673,3698.6438
794,1.4436216,3686.3877722399643,3698.7048
795,1.4436216,3686.450550763858,3698.7678
796,1.4525359,3686.511139339243,3698.8286
797,1.4601849,3686.5719712422406,3698.8896
798,1.4601849,3686.6347497661336,3698.9526
799,1.472026,3686.695338341519,3699.0134
800,1.472026,3686.7581168654124,3699.0764
801,1.4847925,3686.8187054407977,3699.1372
802,1.4942393,3686.879537343795,3699.1982
803,1.5136585,3686.942315867688,3699.2612
804,1.4896648,3687.0029044430735,3699.322
805,1.4896648,3687.063736346071,3699.383
806,1.4896648,3687.1265148699645,3699.446
807,1.4896648,3687.1871034453497,3699.5068
808,1.4754083,3687.249881969243,3699.5698
809,1.4754083,3687.3107138722403,3699.6309
810,1.4743389,3687.3713024476256,3699.6917
811,1.4848521,3687.434080971519,3699.7546
812,1.4878712,3687.494912874516,3699.8157
813,1.4955723,3687.5555014499014,3699.8765
814,1.4955723,3687.618279973795,3699.9395
815,1.506186,3687.6791118767924,3700.0005
816,1.506186,3687.7418904006854,3700.0635
817,1.533463,3687.8024789760707,3700.1243
818,1.5727996,3687.863310879068,3700.1853
819,1.5727996,3687.926089402961,3700.2483
820,1.5727996,3687.9869213059587,3700.3093
821,1.5727996,3688.049699829852,3700.3723
822,1.5993445,3688.1102884052375,3700.433
823,1.5993445,3688.1711203082345,3700.4941
824,1.6034547,3688.233898832128,3700.5571
825,1.6034547,3688.2944874075133,3700.618
826,1.6021569,3688.355319310511,3700.679
827,1.603453,3688.418097834404,3700.742
828,1.603453,3688.4789297374014,3700.803
829,1.5894713,3688.5417082612944,3700.866
830,1.5894713,3688.60229683668,3700.9268
831,1.5628452,3688.663128739677,3700.9878
832,1.5452881,3688.7259072635707,3701.0508
833,1.5452881,3688.7867391665677,3701.1118
834,1.5452881,3688.8473277419534,3701.1726
835,1.5452881,3688.9101062658465,3701.2356
836,1.5433626,3688.970938168844,3701.2966
837,1.5433626,3689.033716692737,3701.3596
838,1.52049,3689.0945485957345,3701.4207
839,1.52049,3689.15513717112,3701.4814
840,1.5232995,3689.2179156950133,3701.5444
841,1.5201821,3689.2787475980103,3701.6055
842,1.5201821,3689.339579501008,3701.6665
843,1.5054532,3689.402358024901,3701.7295
844,1.5054532,3689.4631899278984,3701.7905
845,1.5189285,3689.525968451792,3701.8535
846,1.4992803,3689.586557027177,3701.9143
847,1.4992803,3689.647388930174,3701.9753
848,1.4992803,3689.7101674540677,3702.0383
849,1.4992803,3689.770999357065,3702.0994
850,1.5069115,3689.833777880958,3702.1624
851,1.5069115,3689.8946097839557,3702.2234
852,1.487913,3689.955198359341,3702.2842
853,1.487913,3690.017976883234,3702.3472
854,1.476697,3690.0788087862315,3702.4082
855,1.4633948,3690.139640689229,3702.4692
856,1.4538172,3690.202419213122,3702.5322
857,1.4471518,3690.2632511161196,3702.5933
858,1.454534,3690.3260296400126,3702.6562
859,1.427951,3690.38686154301,3702.7173
860,1.427951,3690.4476934460076,3702.7783
861,1.427951,3690.5104719699007,3702.8413
862,1.427951,3690.571060545286,3702.902
863,1.4211177,3690.6318924482835,3702.9631
864,1.4211177,3690.6946709721765,3703.0261
865,1.4093343,3690.755502875174,3703.0872
866,1.3980327,3690.8182813990675,3703.1501
867,1.3980327,3690.8791133020645,3703.2112
868,1.3879237,3690.939945205062,3703.2722
869,1.3879237,3691.002723728955,3703.3352
870,1.376179,3691.0635556319526,3703.3962
871,1.3610867,3691.12438753495,3703.4573
872,1.34061,3691.187166058843,3703.5203
873,1.3167169,3691.2479979618406,3703.5813
874,1.3167169,3691.3107764857336,3703.6443
875,1.3167169,3691.371608388731,3703.7053
876,1.3167169,3691.4324402917287,3703.7664
877,1.2878357,3691.4952188156217,3703.8293
878,1.2878357,3691.556050718619,3703.8904
879,1.2766165,3691.618829242512,3703.9534
880,1.2581044,3691.6796611455097,3704.0144
881,1.2581044,3691.7404930485072,3704.0754
882,1.2443519,3691.8032715724003,3704.1384
883,1.2443519,3691.8641034753978,3704.1995
884,1.2192261,3691.924692050783,3704.2603
885,1.2192261,3691.9877139022883,3704.3235
886,1.1768898,3692.048545805286,3704.3845
887,1.1476928,3692.111324329179,3704.4475
888,1.1476928,3692.1721562321763,3704.5085
889,1.1476928,3692.2329881351734,3704.5696
890,1.1476928,3692.295766659067,3704.6326
891,1.1504251,3692.3565985620644,3704.6936
892,1.1504251,3692.4174304650614,3704.7546
893,1.1246835,3692.480208988955,3704.8176
894,1.1246835,3692.541040891952,3704.8787
895,1.108832,3692.6038194158455,3704.9417
896,1.0958254,3692.664651318843,3705.0027
897,1.0958254,3692.72548322184,3705.0637
898,1.0777272,3692.7882617457335,3705.1267
899,1.0777272,3692.8490936487306,3705.1877
900,1.0600752,3692.909925551728,3705.2488
901,1.0492489,3692.9727040756216,3705.3118
902,1.0492489,3693.0335359786186,3705.3728
903,1.0492489,3693.096557830124,3705.436
904,1.0492489,3693.1573897331214,3705.497
905,1.0468333,3693.2182216361184,3705.558
906,1.0468333,3693.281000160012,3705.621
907,1.0464914,3693.3418320630094,3705.6821
908,1.0464914,3693.4046105869024,3705.745
909,1.0361972,3693.4654424899,3705.8062
910,1.0312548,3693.526274392897,3705.8672
911,1.0312548,3693.5892962444022,3705.9304
912,1.0242746,3693.6501281473998,3705.9915
913,1.0242746,3693.7109600503973,3706.0525
914,1.0248969,3693.7737385742903,3706.1155
915,1.0310216,3693.834570477288,3706.1765
916,1.0310216,3693.897349001181,3706.2395
917,1.0310216,3693.9581809041783,3706.3005
918,1.0310216,3694.019012807176,3706.3616
919,1.0364543,3694.082034658681,3706.4248
920,1.0364543,3694.142866561678,3706.4858
921,1.0400252,3694.2036984646757,3706.5469
922,1.0400252,3694.266476988569,3706.6099
923,1.0378143,3694.327308891566,3706.671
924,1.044954,3694.3903307430714,3706.7341
925,1.040321,3694.451162646069,3706.7952
926,1.0453159,3694.511994549066,3706.8562
927,1.043047,3694.5747730729595,3706.9192
928,1.0136386,3694.635604975957,3706.9802
929,1.0136386,3694.69838349985,3707.0432
930,1.0136386,3694.7594587304593,3707.1045
931,1.0136386,3694.820290633457,3707.1655
932,1.0240165,3694.88306915735,3707.2285
933,1.0240165,3694.9439010603473,3707.2896
934,1.021921,3695.004732963345,3707.3506
935,1.0235391,3695.06775481485,3707.4138
936,1.0235391,3695.128586717847,3707.4749
937,1.0286859,3695.1913652417406,3707.5378
938,1.0286859,3695.252197144738,3707.5989
939,1.0414457,3695.313029047735,3707.66
940,1.0404844,3695.3760508992405,3707.7231
941,1.046399,3695.436882802238,3707.7842
942,1.0575701,3695.497714705235,3707.8452
943,1.0575701,3695.5607365567403,3707.9084
944,1.0575701,3695.621568459738,3707.9695
945,1.0575701,3695.6843469836313,3708.0325
946,1.0510343,3695.7451788866283,3708.0935
947,1.0510343,3695.806010789626,3708.1545
948,1.0474259,3695.869032641131,3708.2178
949,1.0482774,3695.9298645441286,3708.2788
950,1.0482774,3695.9906964471256,3708.3398
951,1.0539271,3696.053718298631,3708.403
952,1.0539271,3696.1145502016284,3708.464
953,1.0539725,3696.1773287255214,3708.527
954,1.0539725,3696.2384039561307,3708.5884
955,1.0396453,3696.299235859128,3708.6494
956,1.0801029,3696.3620143830217,3708.7124
957,1.0801029,3696.4228462860187,3708.7734
958,1.0801029,3696.485868137524,3708.8367
959,1.0801029,3696.5467000405215,3708.8977
960,1.0670348,3696.607531943519,3708.9587
961,1.0670348,3696.6705537950243,3709.022
962,1.0760889,3696.7313856980213,3709.083
963,1.0891843,3696.792217601019,3709.144
964,1.0869036,3696.855239452524,3709.2073
965,1.0911142,3696.9160713555216,3709.2683
966,1.0911142,3696.9790932070264,3709.3315
967,1.1005921,3697.039925110024,3709.3926
968,1.1005921,3697.1007570130214,3709.4536
969,1.1083374,3697.1637788645266,3709.5168
970,1.1213151,3697.2246107675237,3709.578
971,1.1213151,3697.285442670521,3709.639
972,1.1213151,3697.3484645220265,3709.7021
973,1.1213151,3697.409296425024,3709.7632
974,1.1356444,3697.472318276529,3709.8264
975,1.1356444,3697.5331501795263,3709.8875
976,1.146297,3697.593982082524,3709.9485
977,1.146297,3697.657003934029,3710.0117
978,1.1498294,3697.7178358370265,3710.0728
979,1.150408,3697.7786677400236,3710.1338
980,1.150408,3697.841689591529,3710.197
981,1.1753782,3697.9025214945264,3710.258
982,1.1753782,3697.9655433460316,3710.3213
983,1.2061435,3698.026375249029,3710.3823
984,1.2298892,3698.0874504796384,3710.4436
985,1.2298892,3698.1502290035314,3710.5066
986,1.2298892,3698.211060906529,3710.5676
987,1.2298892,3698.274082758034,3710.6309
988,1.2156616,3698.3349146610317,3710.692
989,1.2156616,3698.395989891641,3710.7532
990,1.2294623,3698.458768415534,3710.8162
991,1.2294623,3698.5198436461433,3710.8774
992,1.2462561,3698.580675549141,3710.9385
993,1.2448138,3698.643697400646,3711.0017
994,1.2498237,3698.7045293036435,3711.0627
995,1.2581419,3698.767551155149,3711.126
996,1.2677801,3698.828383058146,3711.187
997,1.2939423,3698.889458288755,3711.2483
998,1.2939423,3698.9522368126486,3711.3113
999,1.2939423,3699.013312043258,3711.3726
1000,1.2939423,3699.0741439462554,3711.4336
1001,1.2939423,3699.1371657977606,3711.4968
1002,1.2968066,3699.1979977007577,3711.5579
1003,1.3077644,3699.261019552263,3711.621
1004,1.3260599,3699.3218514552605,3711.6821
1005,1.3260599,3699.3829266858697,3711.7434
1006,1.3317116,3699.445705209763,3711.8064
1007,1.3317116,3699.5067804403725,3711.8677
1008,1.3359044,3699.5676123433695,3711.9287
1009,1.3390622,3699.630634194875,3711.992
1010,1.3407435,3699.6914660978723,3712.053
1011,1.3913947,3699.7544879493776,3712.1162
1012,1.3913947,3699.815319852375,3712.1772
1013,1.3913947,3699.8763950829843,3712.2385
1014,1.3913947,3699.9394169344896,3712.3018
1015,1.3929948,3700.0002488374867,3712.3628
1016,1.3929948,3700.063270688992,3712.426
1017,1.4032356,3700.1241025919894,3712.487
1018,1.4029682,3700.1851778225987,3712.5483
1019,1.4029682,3700.247956346492,3712.6113
1020,1.4082155,3700.3090315771015,3712.6726
1021,1.4082155,3700.3698634800985,3712.7336
1022,1.4361697,3700.4328853316038,3712.7969
1023,1.4361697,3700.4939605622135,3712.8582
1024,1.4483131,3700.5567390861065,3712.9211
1025,1.4504533,3700.617814316716,3712.9824
1026,1.4504533,3700.6786462197133,3713.0435
1027,1.4504533,3700.7416680712186,3713.1067
1028,1.4504533,3700.802743301828,3713.168
1029,1.4571776,3700.8635752048253,3713.229
1030,1.4571776,3700.9265970563306,3713.2922
1031,1.4654784,3700.98767228694,3713.3535
1032,1.4872762,3701.050450810833,3713.4165
1033,1.4970974,3701.111526041442,3713.4778
1034,1.5071123,3701.1723579444397,3713.5388
1035,1.5071123,3701.235379795945,3713.602
1036,1.521406,3701.296455026554,3713.6633
1037,1.521406,3701.3594768780595,3713.7266
1038,1.5155866,3701.420308781057,3713.7876
1039,1.4964793,3701.4813840116663,3713.8489
1040,1.4964793,3701.5444058631715,3713.912
1041,1.4964793,3701.605237766169,3713.9731
1042,1.4964793,3701.6663129967783,3714.0344
1043,1.5101962,3701.7293348482835,3714.0977
1044,1.5101962,3701.7901667512806,3714.1587
1045,1.5090425,3701.853188602786,3714.222
1046,1.5090425,3701.9142638333956,3714.2832
1047,1.5103428,3701.9750957363926,3714.3442
1048,1.5216253,3702.038117587898,3714.4075
1049,1.5216253,3702.099192818507,3714.4688
1050,1.525523,3702.1600247215047,3714.5298
1051,1.525523,3702.22304657301,3714.593
1052,1.5310593,3702.284121803619,3714.6543
1053,1.5299699,3702.3471436551245,3714.7175
1054,1.5299699,3702.407975558122,3714.7786
1055,1.5299699,3702.4690507887312,3714.8398
1056,1.5299699,3702.5320726402365,3714.903
1057,1.5247676,3702.5929045432335,3714.964
1058,1.5247676,3702.6539797738433,3715.0254
1059,1.5137975,3702.7170016253485,3715.0886
1060,1.5137975,3702.778076855958,3715.15
1061,1.5134757,3702.841098707463,3715.2131
1062,1.513354,3702.90193061046,3715.2742
1063,1.5115122,3702.96300584107,3715.3354
1064,1.5115932,3703.026027692575,3715.3987
1065,1.503835,3703.086859595572,3715.4597
1066,1.5130023,3703.1498814470774,3715.523
1067,1.5130023,3703.2109566776867,3715.5842
